function,dimension,p_sigma_mode,generator,seed,p_sigma_seed,best_f,evaluations,reached_target
rosenbrock,2,zero,mt19937,3,2000006,1.8690751372736782e-09,529,True
rosenbrock,2,zero,mt19937,4,2000007,9.397109709050927e-09,685,True
rosenbrock,2,zero,mt19937,5,2000008,8.705864916782473e-09,511,True
rosenbrock,2,zero,mt19937,6,2000009,4.610749150407391e-09,727,True
rosenbrock,2,zero,mt19937,7,2000010,2.960212120352431e-09,565,True
rosenbrock,2,zero,mt19937,8,2000011,7.598542913348866e-09,1081,True
rosenbrock,2,zero,mt19937,9,2000012,9.193681236369253e-09,667,True
rosenbrock,2,zero,mt19937,10,2000013,1.7325354812138644e-09,403,True
rosenbrock,2,zero,mt19937,11,2000014,1.8439887262595578e-09,835,True
rosenbrock,2,zero,mt19937,12,2000015,5.242866038690263e-09,487,True
rosenbrock,2,zero,mt19937,13,2000016,9.286685165555928e-09,529,True
rosenbrock,2,zero,mt19937,14,2000017,5.212976439458511e-10,829,True
rosenbrock,2,zero,mt19937,15,2000018,5.276384000618686e-09,451,True
rosenbrock,2,zero,mt19937,16,2000019,9.777300910271567e-09,757,True
rosenbrock,2,zero,mt19937,17,2000020,1.3737207408159439e-09,475,True
rosenbrock,2,zero,mt19937,18,2000021,5.614135783279982e-09,391,True
rosenbrock,2,zero,mt19937,19,2000022,4.5561177131111145e-09,709,True
rosenbrock,2,zero,mt19937,20,2000023,5.8135254077279755e-09,1387,True
rosenbrock,2,zero,mt19937,21,2000024,6.185379433783729e-09,1057,True
rosenbrock,2,zero,mt19937,22,2000025,1.5747528439201032e-09,1339,True
rosenbrock,2,zero,mt19937,23,2000026,4.290516594201018e-09,589,True
rosenbrock,2,zero,mt19937,24,2000027,2.231282090328115e-09,559,True
rosenbrock,2,zero,mt19937,25,2000028,3.854950959846347e-09,685,True
rosenbrock,2,zero,mt19937,26,2000029,6.01810228450589e-09,457,True
rosenbrock,2,zero,mt19937,27,2000030,1.2673727579925317e-09,613,True
rosenbrock,2,zero,mt19937,28,2000031,2.6930524413307665e-09,391,True
rosenbrock,2,zero,mt19937,29,2000032,7.366969934508474e-09,835,True
rosenbrock,2,zero,mt19937,30,2000033,5.337298458927484e-09,1027,True
rosenbrock,2,random,pcg64,1,2000004,5.908466428102691e-09,559,True
rosenbrock,2,random,pcg64,2,2000005,1.7071663843397404e-10,727,True
rosenbrock,2,random,pcg64,3,2000006,5.475937606451118e-09,547,True
rosenbrock,2,random,pcg64,4,2000007,7.860183121506434e-09,583,True
rosenbrock,2,random,pcg64,5,2000008,4.949098508845562e-09,505,True
rosenbrock,2,random,pcg64,6,2000009,9.624769436861949e-09,499,True
rosenbrock,2,random,pcg64,7,2000010,4.836531763034986e-09,469,True
rosenbrock,2,random,pcg64,8,2000011,7.799424184756867e-10,1249,True
rosenbrock,2,random,pcg64,9,2000012,9.682635735537761e-09,685,True
rosenbrock,2,random,pcg64,10,2000013,5.404639391640507e-10,445,True
rosenbrock,2,random,pcg64,11,2000014,1.1616805470662419e-09,751,True
rosenbrock,2,random,pcg64,12,2000015,1.6482936030569113e-09,1183,True
rosenbrock,2,random,pcg64,13,2000016,5.071532976284795e-09,817,True
rosenbrock,2,random,pcg64,14,2000017,5.957662963255008e-09,541,True
rosenbrock,2,random,pcg64,15,2000018,6.787769530542301e-09,613,True
rosenbrock,2,random,pcg64,16,2000019,2.2694136689840315e-09,517,True
rosenbrock,2,random,pcg64,17,2000020,9.03906067310337e-09,703,True
rosenbrock,2,random,pcg64,18,2000021,7.27749418169435e-09,757,True
rosenbrock,2,random,pcg64,19,2000022,7.352243253736389e-09,1087,True
rosenbrock,2,random,pcg64,20,2000023,8.649861109330515e-09,613,True
rosenbrock,2,random,pcg64,21,2000024,8.600623771748056e-10,895,True
rosenbrock,2,random,pcg64,22,2000025,1.2296830130977375e-10,373,True
rosenbrock,2,random,pcg64,23,2000026,3.85061389464105e-09,499,True
rosenbrock,2,random,pcg64,24,2000027,8.851758668210754e-09,451,True
rosenbrock,2,random,pcg64,25,2000028,6.133486259165008e-09,1129,True
rosenbrock,2,random,pcg64,26,2000029,3.2689408379870437e-09,655,True
rosenbrock,2,random,pcg64,27,2000030,9.089318146947026e-09,577,True
rosenbrock,2,random,pcg64,28,2000031,7.77346221202086e-12,697,True
rosenbrock,2,random,pcg64,29,2000032,6.514203312370752e-09,709,True
rosenbrock,2,random,pcg64,30,2000033,8.614291990724818e-09,775,True
rosenbrock,2,random,mt19937,1,2000004,3.242171740877271e-10,733,True
rosenbrock,2,random,mt19937,2,2000005,7.353517424037999e-09,685,True
rosenbrock,2,random,mt19937,3,2000006,3.901054665462596e-09,517,True
rosenbrock,2,random,mt19937,4,2000007,5.71797487893041e-10,697,True
rosenbrock,2,random,mt19937,5,2000008,8.037254079188544e-09,769,True
rosenbrock,2,random,mt19937,6,2000009,9.913555042023947e-09,751,True
rosenbrock,2,random,mt19937,7,2000010,4.552782680560467e-09,805,True
rosenbrock,2,random,mt19937,8,2000011,2.137723087814388e-09,529,True
rosenbrock,2,random,mt19937,9,2000012,6.943047172733575e-09,661,True
rosenbrock,2,random,mt19937,10,2000013,7.528760362183956e-09,433,True
rosenbrock,2,random,mt19937,11,2000014,6.116677465904544e-09,643,True
rosenbrock,2,random,mt19937,12,2000015,5.466944642795131e-09,577,True
rosenbrock,2,random,mt19937,13,2000016,6.502442771645468e-09,559,True
rosenbrock,2,random,mt19937,14,2000017,8.377621904294837e-09,715,True
rosenbrock,2,random,mt19937,15,2000018,4.483661351053184e-09,523,True
rosenbrock,2,random,mt19937,16,2000019,2.0984042265766185e-09,715,True
rosenbrock,2,random,mt19937,17,2000020,5.4903295450413945e-09,841,True
rosenbrock,2,random,mt19937,18,2000021,4.840292943975589e-09,535,True
rosenbrock,2,random,mt19937,19,2000022,1.8993327876308717e-09,685,True
rosenbrock,2,random,mt19937,20,2000023,5.020978904552143e-09,865,True
rosenbrock,2,random,mt19937,21,2000024,2.566151816064304e-09,1159,True
rosenbrock,2,random,mt19937,22,2000025,1.724655778154393e-09,1339,True
rosenbrock,2,random,mt19937,23,2000026,1.1328282178494068e-09,463,True
rosenbrock,2,random,mt19937,24,2000027,2.6463494628259775e-09,601,True
rosenbrock,2,random,mt19937,25,2000028,4.386017990865926e-09,637,True
rosenbrock,2,random,mt19937,26,2000029,8.668853936164688e-09,493,True
rosenbrock,2,random,mt19937,27,2000030,8.640730254023336e-09,547,True
rosenbrock,2,random,mt19937,28,2000031,9.064980313687932e-09,547,True
rosenbrock,2,random,mt19937,29,2000032,3.173668206239297e-09,883,True
rosenbrock,2,random,mt19937,30,2000033,4.786430963962003e-09,1213,True
rosenbrock,10,zero,pcg64,1,2000004,2.988597079021019e-09,7051,True
rosenbrock,10,zero,pcg64,2,2000005,6.873914093890025e-09,6771,True
rosenbrock,10,zero,pcg64,3,2000006,7.172906973843032e-09,5551,True
rosenbrock,10,zero,pcg64,4,2000007,8.773899173440101e-09,5661,True
rosenbrock,10,zero,pcg64,5,2000008,5.737926881554861e-09,9261,True
rosenbrock,10,zero,pcg64,6,2000009,9.096536340372133e-09,6531,True
rosenbrock,10,zero,pcg64,7,2000010,8.591211895447688e-09,6201,True
rosenbrock,10,zero,pcg64,8,2000011,5.562526400761246e-09,6131,True
rosenbrock,10,zero,pcg64,9,2000012,6.205283568318201e-09,6741,True
rosenbrock,10,zero,pcg64,10,2000013,9.838218214088205e-09,6321,True
rosenbrock,10,zero,pcg64,11,2000014,9.328763126347409e-09,6101,True
rosenbrock,10,zero,pcg64,12,2000015,3.9865791123471372,20001,False
rosenbrock,10,zero,pcg64,13,2000016,9.822939458825196e-09,6201,True
rosenbrock,10,zero,pcg64,14,2000017,5.447246924081324e-09,6751,True
rosenbrock,10,zero,pcg64,15,2000018,6.877944507689555e-09,8551,True
rosenbrock,10,zero,pcg64,16,2000019,5.024503690328906e-09,5851,True
rosenbrock,10,zero,pcg64,17,2000020,9.863946621590151e-09,7451,True
rosenbrock,10,zero,pcg64,18,2000021,6.9623213929977826e-09,6311,True
rosenbrock,10,zero,pcg64,19,2000022,9.839656650625141e-09,7361,True
rosenbrock,10,zero,pcg64,20,2000023,8.807700495971198e-09,6011,True
rosenbrock,10,zero,pcg64,21,2000024,6.217269746706206e-09,6071,True
rosenbrock,10,zero,pcg64,22,2000025,6.548845424703227e-09,6301,True
rosenbrock,10,zero,pcg64,23,2000026,3.9865791123471372,20001,False
rosenbrock,10,zero,pcg64,24,2000027,9.044607622690957e-09,6441,True
rosenbrock,10,zero,pcg64,25,2000028,7.778131935605387e-09,6471,True
rosenbrock,10,zero,pcg64,26,2000029,6.76484031557816e-09,6591,True
rosenbrock,10,zero,pcg64,27,2000030,9.681694552435171e-09,6951,True
rosenbrock,10,zero,pcg64,28,2000031,8.017395403131785e-09,7091,True
rosenbrock,10,zero,pcg64,29,2000032,9.744134493638358e-09,6171,True
rosenbrock,10,zero,pcg64,30,2000033,7.082189418423906e-09,6621,True
rosenbrock,10,zero,mt19937,1,2000004,6.565103774116984e-09,5901,True
rosenbrock,10,zero,mt19937,2,2000005,8.98478824531011e-09,5611,True
rosenbrock,10,zero,mt19937,3,2000006,3.986579112347137,20001,False
rosenbrock,10,zero,mt19937,4,2000007,3.3734871816778142e-09,6471,True
rosenbrock,10,zero,mt19937,5,2000008,8.059025987568072e-09,6451,True
rosenbrock,10,zero,mt19937,6,2000009,3.986579112347137,20001,False
rosenbrock,10,zero,mt19937,7,2000010,8.453137802041193e-09,7891,True
rosenbrock,10,zero,mt19937,8,2000011,6.160258136200449e-09,6401,True
rosenbrock,10,zero,mt19937,9,2000012,7.3161290653726725e-09,6011,True
rosenbrock,10,zero,mt19937,10,2000013,5.364088519331172e-09,6311,True
rosenbrock,10,zero,mt19937,11,2000014,5.9550249527185315e-09,6331,True
rosenbrock,10,zero,mt19937,12,2000015,9.75634341260459e-09,6161,True
rosenbrock,10,zero,mt19937,13,2000016,9.356077036967009e-09,6651,True
rosenbrock,10,zero,mt19937,14,2000017,5.86420893403008e-09,7451,True
rosenbrock,10,zero,mt19937,15,2000018,8.674641560196137e-09,5471,True
rosenbrock,10,zero,mt19937,16,2000019,5.84756503285196e-09,6741,True
rosenbrock,10,zero,mt19937,17,2000020,7.621672378685582e-09,5641,True
rosenbrock,10,zero,mt19937,18,2000021,6.630311730756471e-09,5021,True
rosenbrock,10,zero,mt19937,19,2000022,9.771459715514037e-09,5461,True
rosenbrock,10,zero,mt19937,20,2000023,9.486920754623251e-09,6221,True
rosenbrock,10,zero,mt19937,21,2000024,3.986579112347137,20001,False
rosenbrock,10,zero,mt19937,22,2000025,6.6492462180528666e-09,6531,True
rosenbrock,10,zero,mt19937,23,2000026,4.551591797060819e-09,5901,True
rosenbrock,10,zero,mt19937,24,2000027,8.87182103565534e-09,5601,True
rosenbrock,10,zero,mt19937,25,2000028,9.24686741859045e-09,6321,True
rosenbrock,10,zero,mt19937,26,2000029,6.6068147560589885e-09,5891,True
rosenbrock,10,zero,mt19937,27,2000030,9.545238541422557e-09,5631,True
rosenbrock,10,zero,mt19937,28,2000031,5.63245263456906e-09,5401,True
rosenbrock,10,zero,mt19937,29,2000032,3.986579112347137,20001,False
rosenbrock,10,zero,mt19937,30,2000033,6.1799314233540824e-09,7031,True
rosenbrock,10,random,pcg64,1,2000004,4.597776960388263e-09,6911,True
rosenbrock,10,random,pcg64,2,2000005,8.965001608478757e-09,5981,True
rosenbrock,10,random,pcg64,3,2000006,2.660424097222986e-09,6211,True
rosenbrock,10,random,pcg64,4,2000007,6.800907895123475e-09,7071,True
rosenbrock,10,random,pcg64,5,2000008,9.809825958790637e-09,6691,True
rosenbrock,10,random,pcg64,6,2000009,9.088699237971856e-09,6151,True
rosenbrock,10,random,pcg64,7,2000010,8.765297032442736e-09,5631,True
rosenbrock,10,random,pcg64,8,2000011,9.72644193444222e-09,5801,True
rosenbrock,10,random,pcg64,9,2000012,3.986579112347137,20001,False
rosenbrock,10,random,pcg64,10,2000013,8.722551936201124e-09,6071,True
rosenbrock,10,random,pcg64,11,2000014,9.481399662549575e-09,5831,True
rosenbrock,10,random,pcg64,12,2000015,8.63180489206182e-09,7391,True
rosenbrock,10,random,pcg64,13,2000016,8.77194388368148e-09,7971,True
rosenbrock,10,random,pcg64,14,2000017,5.974218684673419e-09,5741,True
rosenbrock,10,random,pcg64,15,2000018,3.9865791123471372,20001,False
rosenbrock,10,random,pcg64,16,2000019,9.838963992851619e-09,6781,True
rosenbrock,10,random,pcg64,17,2000020,8.502849645145271e-09,7571,True
rosenbrock,10,random,pcg64,18,2000021,7.4339972599317696e-09,7081,True
rosenbrock,10,random,pcg64,19,2000022,3.9865791123471372,20001,False
rosenbrock,10,random,pcg64,20,2000023,9.72863667059711e-09,6381,True
rosenbrock,10,random,pcg64,21,2000024,3.986579112347137,20001,False
rosenbrock,10,random,pcg64,22,2000025,8.506446046325398e-09,7291,True
rosenbrock,10,random,pcg64,23,2000026,3.748251038910577e-09,6661,True
rosenbrock,10,random,pcg64,24,2000027,3.9865791123471372,20001,False
rosenbrock,10,random,pcg64,25,2000028,5.718333401777693e-09,5691,True
rosenbrock,10,random,pcg64,26,2000029,3.986579112347137,20001,False
rosenbrock,10,random,pcg64,27,2000030,7.21736678434401e-09,5851,True
rosenbrock,10,random,pcg64,28,2000031,5.648418187067243e-09,6571,True
rosenbrock,10,random,pcg64,29,2000032,7.67354301779735e-09,6961,True
rosenbrock,10,random,pcg64,30,2000033,7.572603118913265e-09,6461,True
rosenbrock,10,random,mt19937,1,2000004,9.909938641753749e-09,5751,True
rosenbrock,10,random,mt19937,2,2000005,8.515458324229635e-09,6531,True
rosenbrock,10,random,mt19937,3,2000006,3.986579112347137,20001,False
rosenbrock,10,random,mt19937,4,2000007,9.91822046745823e-09,9501,True
rosenbrock,10,random,mt19937,5,2000008,6.9589373420790015e-09,6771,True
rosenbrock,10,random,mt19937,6,2000009,5.63930348419203e-09,6691,True
rosenbrock,10,random,mt19937,7,2000010,7.261997804443814e-09,5671,True
rosenbrock,10,random,mt19937,8,2000011,6.687783431485302e-09,6101,True
rosenbrock,10,random,mt19937,9,2000012,7.55878400758899e-09,5901,True
rosenbrock,10,random,mt19937,10,2000013,9.506589352037813e-09,5981,True
rosenbrock,10,random,mt19937,11,2000014,6.585386163605539e-09,6331,True
rosenbrock,10,random,mt19937,12,2000015,3.2266980158579517e-09,8031,True
rosenbrock,10,random,mt19937,13,2000016,3.779655476112581e-09,6411,True
rosenbrock,10,random,mt19937,14,2000017,6.099030615343444e-09,7901,True
rosenbrock,10,random,mt19937,15,2000018,6.458439668720397e-09,5931,True
rosenbrock,10,random,mt19937,16,2000019,5.0208911743209935e-09,6211,True
rosenbrock,10,random,mt19937,17,2000020,9.421239698033036e-09,5881,True
rosenbrock,10,random,mt19937,18,2000021,7.793209010740592e-09,6631,True
rosenbrock,10,random,mt19937,19,2000022,4.87278714792413e-09,5151,True
rosenbrock,10,random,mt19937,20,2000023,8.07021250837686e-09,6701,True
rosenbrock,10,random,mt19937,21,2000024,6.7113590195527745e-09,8971,True
rosenbrock,10,random,mt19937,22,2000025,3.986579112347137,20001,False
rosenbrock,10,random,mt19937,23,2000026,7.95315118526589e-09,7351,True
rosenbrock,10,random,mt19937,24,2000027,7.915979188073958e-09,6181,True
rosenbrock,10,random,mt19937,25,2000028,6.0410556912139494e-09,8071,True
rosenbrock,10,random,mt19937,26,2000029,9.55816371152758e-09,6701,True
rosenbrock,10,random,mt19937,27,2000030,9.84658962092671e-09,6021,True
rosenbrock,10,random,mt19937,28,2000031,6.909200374872512e-09,6531,True
rosenbrock,10,random,mt19937,29,2000032,9.767459420721007e-09,6271,True
rosenbrock,10,random,mt19937,30,2000033,3.9865791123471372,20001,False
rosenbrock,30,zero,pcg64,1,2000004,13.53671598090884,20007,False
rosenbrock,30,zero,pcg64,2,2000005,14.90796918817812,20007,False
rosenbrock,30,zero,pcg64,3,2000006,13.583770849687218,20007,False
rosenbrock,30,zero,pcg64,4,2000007,11.32383153266689,20007,False
rosenbrock,30,zero,pcg64,5,2000008,13.541151673639899,20007,False
rosenbrock,30,zero,pcg64,6,2000009,12.371893626212595,20007,False
rosenbrock,30,zero,pcg64,7,2000010,14.191926225015948,20007,False
rosenbrock,30,zero,pcg64,8,2000011,12.022848641783373,20007,False
rosenbrock,30,zero,pcg64,9,2000012,12.071592390876758,20007,False
rosenbrock,30,zero,pcg64,10,2000013,10.7314421723209,20007,False
rosenbrock,30,zero,pcg64,11,2000014,14.14669614818199,20007,False
rosenbrock,30,zero,pcg64,12,2000015,11.731602321359265,20007,False
rosenbrock,30,zero,pcg64,13,2000016,12.968372239931318,20007,False
rosenbrock,30,zero,pcg64,14,2000017,13.708146667272219,20007,False
rosenbrock,30,zero,pcg64,15,2000018,12.728984563818896,20007,False
rosenbrock,30,zero,pcg64,16,2000019,15.868039968835781,20007,False
rosenbrock,30,zero,pcg64,17,2000020,15.903896630895858,20007,False
rosenbrock,30,zero,pcg64,18,2000021,16.110979521494897,20007,False
rosenbrock,30,zero,pcg64,19,2000022,11.053808288123097,20007,False
rosenbrock,30,zero,pcg64,20,2000023,10.826882880698047,20007,False
rosenbrock,30,zero,pcg64,21,2000024,14.104165332707392,20007,False
rosenbrock,30,zero,pcg64,22,2000025,14.959056084144763,20007,False
rosenbrock,30,zero,pcg64,23,2000026,13.052383282315471,20007,False
rosenbrock,30,zero,pcg64,24,2000027,11.898875197601338,20007,False
rosenbrock,30,zero,pcg64,25,2000028,11.846233227289124,20007,False
rosenbrock,30,zero,pcg64,26,2000029,10.925396347472173,20007,False
rosenbrock,30,zero,pcg64,27,2000030,11.703579675291056,20007,False
rosenbrock,30,zero,pcg64,28,2000031,12.209900570884392,20007,False
rosenbrock,30,zero,pcg64,29,2000032,11.87992929170542,20007,False
rosenbrock,30,zero,pcg64,30,2000033,10.863813432281198,20007,False
rosenbrock,30,zero,mt19937,1,2000004,17.493904394377232,20007,False
rosenbrock,30,zero,mt19937,2,2000005,12.688718273356805,20007,False
rosenbrock,30,zero,mt19937,3,2000006,10.934929402436957,20007,False
rosenbrock,30,zero,mt19937,4,2000007,14.2491231619102,20007,False
rosenbrock,30,zero,mt19937,5,2000008,14.632167742560558,20007,False
rosenbrock,30,zero,mt19937,6,2000009,13.126675476180267,20007,False
rosenbrock,30,zero,mt19937,7,2000010,12.299246421158475,20007,False
rosenbrock,30,zero,mt19937,8,2000011,16.30229475393613,20007,False
rosenbrock,30,zero,mt19937,9,2000012,12.561684841771992,20007,False
rosenbrock,30,zero,mt19937,10,2000013,10.305211086388413,20007,False
rosenbrock,30,zero,mt19937,11,2000014,14.835901072987086,20007,False
rosenbrock,30,zero,mt19937,12,2000015,13.502694956723168,20007,False
rosenbrock,30,zero,mt19937,13,2000016,12.63651749007132,20007,False
rosenbrock,30,zero,mt19937,14,2000017,15.778782055809916,20007,False
rosenbrock,30,zero,mt19937,15,2000018,15.920764206998703,20007,False
rosenbrock,30,zero,mt19937,16,2000019,9.162589446116689,20007,False
rosenbrock,30,zero,mt19937,17,2000020,13.122315984911381,20007,False
rosenbrock,30,zero,mt19937,18,2000021,12.246038906976803,20007,False
rosenbrock,30,zero,mt19937,19,2000022,12.726884775572861,20007,False
rosenbrock,30,zero,mt19937,20,2000023,19.174830886148527,20007,False
rosenbrock,30,zero,mt19937,21,2000024,12.036466461764464,20007,False
rosenbrock,30,zero,mt19937,22,2000025,15.517395161583934,20007,False
rosenbrock,30,zero,mt19937,23,2000026,13.065790737878269,20007,False
rosenbrock,30,zero,mt19937,24,2000027,11.79215219210469,20007,False
rosenbrock,30,zero,mt19937,25,2000028,11.226728542554236,20007,False
rosenbrock,30,zero,mt19937,26,2000029,13.191743718842517,20007,False
rosenbrock,30,zero,mt19937,27,2000030,11.843982501075663,20007,False
rosenbrock,30,zero,mt19937,28,2000031,17.21941800549893,20007,False
rosenbrock,30,zero,mt19937,29,2000032,11.026032310882004,20007,False
rosenbrock,30,zero,mt19937,30,2000033,11.723490936531931,20007,False
rosenbrock,30,random,pcg64,1,2000004,14.885689765925868,20007,False
rosenbrock,30,random,pcg64,2,2000005,15.481894002315068,20007,False
rosenbrock,30,random,pcg64,3,2000006,16.228078274352434,20007,False
rosenbrock,30,random,pcg64,4,2000007,12.708448076684366,20007,False
rosenbrock,30,random,pcg64,5,2000008,16.71344137716344,20007,False
rosenbrock,30,random,pcg64,6,2000009,13.33914043129656,20007,False
rosenbrock,30,random,pcg64,7,2000010,14.882291805062744,20007,False
rosenbrock,30,random,pcg64,8,2000011,10.139030976430039,20007,False
rosenbrock,30,random,pcg64,9,2000012,13.516652451135938,20007,False
rosenbrock,30,random,pcg64,10,2000013,12.199807889729653,20007,False
rosenbrock,30,random,pcg64,11,2000014,11.600831050284025,20007,False
rosenbrock,30,random,pcg64,12,2000015,16.117192848167463,20007,False
rosenbrock,30,random,pcg64,13,2000016,12.256244929072881,20007,False
rosenbrock,30,random,pcg64,14,2000017,13.154899791772147,20007,False
rosenbrock,30,random,pcg64,15,2000018,14.205326864758097,20007,False
rosenbrock,30,random,pcg64,16,2000019,17.20616027693679,20007,False
rosenbrock,30,random,pcg64,17,2000020,13.494387975586607,20007,False
rosenbrock,30,random,pcg64,18,2000021,11.265493714706826,20007,False
rosenbrock,30,random,pcg64,19,2000022,10.29772419454585,20007,False
rosenbrock,30,random,pcg64,20,2000023,13.283132481268986,20007,False
rosenbrock,30,random,pcg64,21,2000024,13.00438217617625,20007,False
rosenbrock,30,random,pcg64,22,2000025,12.379703534807259,20007,False
rosenbrock,30,random,pcg64,23,2000026,13.08865706325571,20007,False
rosenbrock,30,random,pcg64,24,2000027,15.69004489075111,20007,False
rosenbrock,30,random,pcg64,25,2000028,12.695346176879202,20007,False
rosenbrock,30,random,pcg64,26,2000029,15.105367126183854,20007,False
rosenbrock,30,random,pcg64,27,2000030,14.100767205186179,20007,False
rosenbrock,30,random,pcg64,28,2000031,14.409311879160374,20007,False
rosenbrock,30,random,pcg64,29,2000032,11.043121768972997,20007,False
rosenbrock,30,random,pcg64,30,2000033,11.88358984914277,20007,False
rosenbrock,30,random,mt19937,1,2000004,12.88292159669355,20007,False
rosenbrock,30,random,mt19937,2,2000005,11.943460821057327,20007,False
rosenbrock,30,random,mt19937,3,2000006,12.03935965284627,20007,False
rosenbrock,30,random,mt19937,4,2000007,12.549352064834194,20007,False
rosenbrock,30,random,mt19937,5,2000008,10.540394957380263,20007,False
rosenbrock,30,random,mt19937,6,2000009,12.103470045914435,20007,False
rosenbrock,30,random,mt19937,7,2000010,14.17962631219503,20007,False
rosenbrock,30,random,mt19937,8,2000011,14.290471361419891,20007,False
rosenbrock,30,random,mt19937,9,2000012,18.016013710403513,20007,False
rosenbrock,30,random,mt19937,10,2000013,11.665158567203473,20007,False
rosenbrock,30,random,mt19937,11,2000014,68.9928774301391,20007,False
rosenbrock,30,random,mt19937,12,2000015,12.052344587365516,20007,False
rosenbrock,30,random,mt19937,13,2000016,15.524434715249292,20007,False
rosenbrock,30,random,mt19937,14,2000017,12.031862046562559,20007,False
rosenbrock,30,random,mt19937,15,2000018,11.345238975105834,20007,False
rosenbrock,30,random,mt19937,16,2000019,10.307779622298762,20007,False
rosenbrock,30,random,mt19937,17,2000020,13.56117146807091,20007,False
rosenbrock,30,random,mt19937,18,2000021,54.75807732427148,20007,False
rosenbrock,30,random,mt19937,19,2000022,20.184591818858024,20007,False
rosenbrock,30,random,mt19937,20,2000023,12.245541221405336,20007,False
rosenbrock,30,random,mt19937,21,2000024,11.350216561803153,20007,False
rosenbrock,30,random,mt19937,22,2000025,12.049106615702309,20007,False
rosenbrock,30,random,mt19937,23,2000026,12.377843098393836,20007,False
rosenbrock,30,random,mt19937,24,2000027,18.571266868809715,20007,False
rosenbrock,30,random,mt19937,25,2000028,67.09465971463504,20007,False
rosenbrock,30,random,mt19937,26,2000029,2.892343117809407,20007,False
rosenbrock,30,random,mt19937,27,2000030,10.596799227332774,20007,False
rosenbrock,30,random,mt19937,28,2000031,12.057606775140881,20007,False
rosenbrock,30,random,mt19937,29,2000032,10.995112658698712,20007,False
rosenbrock,30,random,mt19937,30,2000033,10.80408847527764,20007,False
rastrigin,2,zero,pcg64,1,2000004,12.934432432041094,20005,False
rastrigin,2,zero,pcg64,2,2000005,1.9899181141865796,20005,False
rastrigin,2,zero,pcg64,3,2000006,1.0856540090696818,20005,False
rastrigin,2,zero,pcg64,4,2000007,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,5,2000008,12.934432432041095,20005,False
rastrigin,2,zero,pcg64,6,2000009,1.1388931853160074,20005,False
rastrigin,2,zero,pcg64,7,2000010,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,8,2000011,19.899074983015616,20005,False
rastrigin,2,zero,pcg64,9,2000012,8.954601241487008,20005,False
rastrigin,2,zero,pcg64,10,2000013,24.873845033948538,20005,False
rastrigin,2,zero,pcg64,11,2000014,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,12,2000015,2.3702805968673033,20005,False
rastrigin,2,zero,pcg64,13,2000016,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,14,2000017,9.949560298580298,20005,False
rastrigin,2,zero,pcg64,15,2000018,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,16,2000019,1.9899181141865796,20005,False
rastrigin,2,zero,pcg64,17,2000020,0.37025777720223374,20005,False
rastrigin,2,zero,pcg64,18,2000021,3.979831190554087,20005,False
rastrigin,2,zero,pcg64,19,2000022,1.7341596204834246,20005,False
rastrigin,2,zero,pcg64,20,2000023,1.5314324624631084,20005,False
rastrigin,2,zero,pcg64,21,2000024,8.732889966722723e-09,325,True
rastrigin,2,zero,pcg64,22,2000025,3.979831190554087,20005,False
rastrigin,2,zero,pcg64,23,2000026,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,24,2000027,1.5277997248187347,20005,False
rastrigin,2,zero,pcg64,25,2000028,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,26,2000029,3.5515149033447635,20005,False
rastrigin,2,zero,pcg64,27,2000030,1.9899181141865796,20005,False
rastrigin,2,zero,pcg64,28,2000031,7.959662381108171,20005,False
rastrigin,2,zero,pcg64,29,2000032,0.9949590570932898,20005,False
rastrigin,2,zero,pcg64,30,2000033,1.8740713404285536,20005,False
rastrigin,2,zero,mt19937,1,2000004,0.9949590570932898,20005,False
rastrigin,2,zero,mt19937,2,2000005,19.899074983015616,20005,False
rastrigin,2,zero,mt19937,3,2000006,3.979831190554087,20005,False
rastrigin,2,zero,mt19937,4,2000007,1.9899181141865796,20005,False
rastrigin,2,zero,mt19937,5,2000008,1.7420145346835127,20005,False
rastrigin,2,zero,mt19937,6,2000009,3.979831190554087,20005,False
rastrigin,2,zero,mt19937,7,2000010,0.9949590570932898,20005,False
rastrigin,2,zero,mt19937,8,2000011,8.954601241487008,20005,False
rastrigin,2,zero,mt19937,9,2000012,1.7742032021710372,20005,False
rastrigin,2,zero,mt19937,10,2000013,4.162640875959294,20005,False
rastrigin,2,zero,mt19937,11,2000014,15.919243792461529,20005,False
rastrigin,2,zero,mt19937,12,2000015,1.9899181141865796,20005,False
rastrigin,2,zero,mt19937,13,2000016,6.847024280887126e-09,343,True
rastrigin,2,zero,mt19937,14,2000017,0.573047960816794,20005,False
rastrigin,2,zero,mt19937,15,2000018,3.979831190554087,20005,False
rastrigin,2,zero,mt19937,16,2000019,3.979831190554087,20005,False
rastrigin,2,zero,mt19937,17,2000020,6.006761310572983e-09,385,True
rastrigin,2,zero,mt19937,18,2000021,1.9899181141865796,20005,False
rastrigin,2,zero,mt19937,19,2000022,4.974790247647377,20005,False
rastrigin,2,zero,mt19937,20,2000023,1.9899181141865796,20005,False
